Sample,QD-source,Core,Shell,QD-diameter-nm,Emission-wavelength-nm,Surface-ligand,Ligand-chemical,Surface-charge,Surface-modification,Surface-modification-chemical,Cell-anatomical-type,Cell-identification,Cell-source-species,Cell-origin,Cell-tissue-organ-origin,Assay-type,Delivery-type,Exposure-time-hrs,QD-conc-nanoMolar,QD/cell-attomoles/cell,QD/cell-number/cell,Cd-conc-ug/mL,Cd-conc/cell-picomoles/cell,Cell-viability-percent,Cell-viability-StdDev,IC50Value,IC50-ug/ml,IC50-nMolar,IC50-ug/ml,Lowest-conc-nMolar,Lowest-conc-ug/ml,Highest-conc-nMolar,Highest-conc-ug/ml,Surface-conc-nMolar,Reference,
1311,In-house,CdSe,ZnS,7.0,NA,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,Resazurin,Passive,24,4.5E+02,4.5E+03,2.7E+09,1.0E+02,9.2E+00,65.8,5.7,NA,NA,NA,NA,NA,NA,4.5E+02,2.5E+02,7.0E+04,207,
1312,In-house,CdSe,ZnS,7.0,NA,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,Resazurin,Passive,48,4.5E+02,4.5E+03,2.7E+09,1.0E+02,9.2E+00,65.0,7.3,NA,NA,NA,NA,NA,NA,4.5E+02,2.5E+02,7.0E+04,207,
1313,In-house,CdSe,No-shell,6.0,585,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,72,6.5E+02,6.5E+03,3.9E+09,1.5E+02,1.3E+01,5.2,7.3,NA,NA,NA,NA,NA,NA,6.5E+02,2.5E+02,7.3E+04,207,
1314,In-house,CdSe,ZnS,7.0,NA,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,72,4.5E+02,4.5E+03,2.7E+09,1.0E+02,9.2E+00,10.4,5.2,NA,NA,NA,NA,NA,NA,4.5E+02,2.5E+02,7.0E+04,207,
1315,In-house,CdSe,No-shell,6.0,585,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,72,6.5E+02,6.5E+03,3.9E+09,1.5E+02,1.3E+01,76.0,6.3,NA,NA,NA,NA,NA,NA,6.5E+02,2.5E+02,7.3E+04,207,
1316,In-house,CdSe,ZnS,7.0,NA,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,72,4.5E+02,4.5E+03,2.7E+09,1.0E+02,9.2E+00,87.5,7.3,NA,NA,NA,NA,NA,NA,4.5E+02,2.5E+02,7.0E+04,207,
1317,In-house,CdSe,No-shell,6.0,585,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,72,6.5E+02,6.5E+03,3.9E+09,1.5E+02,1.3E+01,39.6,4.2,NA,NA,NA,NA,NA,NA,6.5E+02,2.5E+02,7.3E+04,207,
1318,In-house,CdSe,ZnS,7.0,NA,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,72,4.5E+02,4.5E+03,2.7E+09,1.0E+02,9.2E+00,52.1,5.2,NA,NA,NA,NA,NA,NA,4.5E+02,2.5E+02,7.0E+04,207,
1319,In-house,CdSe,ZnS,7.0,NA,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,48,4.5E+02,4.5E+03,2.7E+09,1.0E+02,9.2E+00,90.2,2.9,NA,NA,NA,NA,NA,NA,4.5E+02,2.5E+02,7.0E+04,207,
1320,In-house,CdSe,ZnS,7.0,NA,Other-Hydrophilic,Hydrophilic-Amine,Positive,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,Resazurin,Passive,24,4.5E+02,4.5E+03,2.7E+09,1.0E+02,9.2E+00,79.4,2.9,NA,NA,NA,NA,NA,NA,4.5E+02,2.5E+02,7.0E+04,207,
1321,In-house,CdSe,ZnS,6.0,625,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Fibroblast,NHLF,Human ,Primary,Lung,WST,Passive,24,4.1E+04,8.2E+05,4.9E+11,2.8E+03,4.9E+02,60.2,4.8,Over50,NA,NA,NA,2.7E+03,8.4E+02,4.1E+04,1.3E+04,4.6E+06,208,
1322,In-house,CdSe,ZnS,6.0,625,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Epithelial,MGH,Human ,Cell-line,Bladder,WST,Passive,24,4.1E+04,8.2E+05,4.9E+11,2.8E+03,4.9E+02,45.8,4.8,IC50,1.2E+04,3.7E+04,1.2E+04,2.7E+03,8.4E+02,4.1E+04,1.3E+04,4.6E+06,208,
1323,In-house,CdSe,ZnS,6.0,625,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Epithelial,SK-BR-3,Human ,Cell-line,Breast,WST,Passive,24,4.1E+04,8.2E+05,4.9E+11,2.8E+03,4.9E+02,34.9,7.2,IC50,1.1E+04,3.4E+04,1.1E+04,2.7E+03,8.4E+02,4.1E+04,1.3E+04,4.6E+06,208,
1324,In-house,CdSe,ZnS,6.0,625,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Fibroblast,NHLF,Human ,Primary,Lung,WST,Passive,24,4.1E+04,8.2E+05,4.9E+11,2.8E+03,4.9E+02,55.4,4.8,Over50,NA,NA,NA,2.7E+03,8.4E+02,4.1E+04,1.3E+04,4.6E+06,208,
1325,In-house,CdSe,ZnS,6.0,625,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Epithelial,MGH,Human ,Cell-line,Bladder,WST,Passive,24,4.1E+04,8.2E+05,4.9E+11,2.8E+03,4.9E+02,43.4,4.8,IC50,1.1E+04,3.4E+04,1.1E+04,2.7E+03,8.4E+02,4.1E+04,1.3E+04,4.6E+06,208,
1326,In-house,CdSe,ZnS,6.0,625,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Epithelial,SK-BR-3,Human ,Cell-line,Breast,WST,Passive,24,4.1E+04,8.2E+05,4.9E+11,2.8E+03,4.9E+02,27.7,4.8,IC50,8.4E+03,2.7E+04,8.4E+03,2.7E+03,8.4E+02,4.1E+04,1.3E+04,4.6E+06,208,
1327,In-house,CdTe,CdS,4.0,616,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,3.3E+05,3.3E+07,2.0E+13,2.1E+04,1.9E+04,22.9,5.7,IC50,1.1E+04,1.0E+05,1.1E+04,1.4E+03,1.5E+02,3.3E+05,3.6E+04,1.7E+07,209,
1328,In-house,CdTe,CdS,4.0,623,Silica,TEOS,Neutral,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,3.3E+05,3.3E+07,2.0E+13,2.1E+04,1.9E+04,8.6,5.7,IC50,1.2E+04,1.1E+05,1.2E+04,1.4E+03,1.5E+02,3.3E+05,3.6E+04,1.7E+07,209,
1329,In-house,CdTe,CdS,4.0,616,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,Vero,Monkey,Cell-line,Kidney,MTT,Passive,24,3.3E+05,3.3E+07,2.0E+13,2.1E+04,1.9E+04,28.6,5.7,IC50,1.6E+04,1.5E+05,1.6E+04,1.4E+03,1.5E+02,3.3E+05,3.6E+04,1.7E+07,209,
1330,In-house,CdTe,CdS,4.0,623,Silica,TEOS,Neutral,Unmodified,Unmodified,Epithelial,Vero,Monkey,Cell-line,Kidney,MTT,Passive,24,3.3E+05,3.3E+07,2.0E+13,2.1E+04,1.9E+04,8.6,5.7,IC50,9.9E+03,9.0E+04,9.9E+03,1.4E+03,1.5E+02,3.3E+05,3.6E+04,1.7E+07,209,
1331,In-house,CdTe,No-shell,3.5,NA,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Hepatocyte,HL-7702,Human ,Cell-line,Liver,MTT,Passive,6,6.3E+02,6.3E+03,3.8E+09,2.3E+01,2.1E+00,113.0,13.0,Over50,NA,NA,NA,7.9E+01,6.3E+00,6.3E+02,5.0E+01,2.4E+04,210,
1332,In-house,CdTe,No-shell,3.5,NA,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Hepatocyte,HL-7702,Human ,Cell-line,Liver,MTT,Passive,12,6.3E+02,6.3E+03,3.8E+09,2.3E+01,2.1E+00,91.3,4.3,Over50,NA,NA,NA,NA,6.3E+00,6.3E+02,5.0E+01,2.4E+04,210,
1333,In-house,CdTe,No-shell,3.5,NA,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Hepatocyte,HL-7702,Human ,Cell-line,Liver,MTT,Passive,24,6.3E+02,6.3E+03,3.8E+09,2.3E+01,2.1E+00,43.5,4.3,IC50,3.5E+01,4.4E+02,3.5E+01,7.9E+01,6.3E+00,6.3E+02,5.0E+01,2.4E+04,210,
1334,In-house,CdTe,No-shell,3.5,NA,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Hepatocyte,HL-7702,Human ,Cell-line,Liver,MTT,Passive,48,6.3E+02,6.3E+03,3.8E+09,2.3E+01,2.1E+00,26.1,2.2,IC50,1.7E+01,2.1E+02,1.7E+01,7.9E+01,6.3E+00,6.3E+02,5.0E+01,2.4E+04,210,
1335,In-house,CdS,No-shell,5.0,570,Aminopolymer,PEI,Positive,Unmodified,Unmodified,Neuronal ,PC12,Rat,Cell-line,Adrenal-gland,MTS,Passive,56,1.4E+02,2.7E+03,1.6E+09,2.0E+01,3.6E+00,58.9,4.4,NA,NA,NA,NA,NA,NA,1.4E+02,2.6E+01,1.1E+04,211,
1336,Commercial,CdSeTe,ZnS,12.0,800,Lipid,PEG-siRNA-DNA-PLGA,Neutral,Nucleicacid,siRNA-DNA,Dendritic,BMDC,Mouse,Primary,Bone-Marrow,MTS,Active,24,5.0E+02,1.0E+04,6.0E+09,7.9E+01,1.4E+01,97.2,2.8,Over50,NA,NA,NA,1.0E+02,1.1E+02,5.0E+02,5.4E+02,2.3E+05,212,
1337,Commercial,CdSeTe,ZnS,12.0,800,Lipid,PEG-siRNA-DNA-PLGA,Neutral,Nucleicacid,siRNA-DNA,Dendritic,BMDC,Mouse,Primary,Bone-Marrow,MTS,Active,48,5.0E+02,1.0E+04,6.0E+09,7.9E+01,1.4E+01,100.0,3.5,Over50,NA,NA,NA,1.0E+02,1.1E+02,5.0E+02,5.4E+02,2.3E+05,212,
1338,Commercial,CdSeTe,ZnS,12.0,800,Lipid,PEG-siRNA-DNA-PLGA,Neutral,Nucleicacid,siRNA-DNA,Dendritic,BMDC,Mouse,Primary,Bone-Marrow,MTS,Active,72,5.0E+02,1.0E+04,6.0E+09,7.9E+01,1.4E+01,99.3,2.1,Over50,NA,NA,NA,1.0E+02,1.1E+02,5.0E+02,5.4E+02,2.3E+05,212,
1339,In-house,CdTe,No-shell,2.2,521,Aminoacid,L-Cysteine,Negative,Aminoacid,Cysteine,Epithelial,HeLa,Human ,Cell-line,Cervix,Trypan-Blue,Active,12,5.1E+03,5.1E+04,3.1E+10,4.7E+01,4.2E+00,57.3,NA,Over50,NA,NA,NA,5.1E+02,1.0E+01,5.1E+03,1.0E+02,7.7E+04,213,
1340,In-house,CdTe,CdS,3.3,537,Aminoacid,L-Cysteine,Negative,Aminoacid,Cysteine,Epithelial,HeLa,Human ,Cell-line,Cervix,Trypan-Blue,Active,12,1.7E+03,1.7E+04,1.0E+10,6.7E+01,6.0E+00,67.7,NA,Over50,NA,NA,NA,1.7E+02,1.0E+01,1.7E+03,1.0E+02,5.9E+04,213,
1341,In-house,CdTe,CdS/ZnS,4.5,550,Aminoacid,L-Cysteine,Negative,Aminoacid,Cysteine,Epithelial,HeLa,Human ,Cell-line,Cervix,Trypan-Blue,Active,12,7.8E+02,7.8E+03,4.7E+09,3.0E+01,2.7E+00,88.5,NA,Over50,NA,NA,NA,7.8E+01,1.0E+01,7.8E+02,1.0E+02,5.0E+04,213,
1342,In-house,CdSe,No-shell,3.5,NA,Alkylthiol,MAA,Negative,Unmodified,Unmodified,Germ-cell,Oocyte,Mouse,Primary,Ovary,BrdU-TUNEL,Passive,24,5.0E+02,5.0E+03,3.0E+09,2.3E+01,2.0E+00,89.2,1.0,Over50,NA,NA,NA,1.3E+02,9.6E+00,5.0E+02,3.8E+01,1.9E+04,214,
1343,In-house,CdSe,ZnS,5.1,NA,Alkylthiol,MAA,Negative,Unmodified,Unmodified,Germ-cell,Oocyte,Mouse,Primary,Ovary,BrdU-TUNEL,Passive,24,5.0E+02,5.0E+03,3.0E+09,2.3E+01,2.0E+00,98.3,1.0,NA,NA,NA,NA,NA,NA,5.0E+02,9.7E+01,4.1E+04,214,
1344,Commercial,CdSeTe,ZnS,10.0,705,PEG,PEG,Neutral,Unmodified,Unmodified,Monocyte,RAW264-7,Mouse,Cell-line,Blood,MTT,Passive,48,1.6E+01,8.2E+01,4.9E+07,1.9E+00,8.7E-02,76.9,2.6,NA,NA,NA,NA,8.2E+00,7.5E+00,1.6E+01,1.5E+01,5.2E+03,215,
1345,Commercial,CdSeTe,ZnS,10.0,705,Amphiphilic-polymer,Amphiphilic-polymer,Negative,Unmodified,Unmodified,Monocyte,RAW264-7,Mouse,Cell-line,Blood,MTT,Passive,48,1.6E+01,8.2E+01,4.9E+07,1.9E+00,8.7E-02,51.3,2.6,IC50,1.5E+01,1.6E+01,1.5E+01,8.2E+00,7.5E+00,1.6E+01,1.5E+01,5.2E+03,215,
1346,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Passive,24,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,92.6,7.4,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1347,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Passive,48,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,96.3,9.3,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1348,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Passive,72,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,97.4,11.1,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1349,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA-Octa-Arginine,Positive,Delivery-Peptide,Octa-Arginine,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Active,24,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,90.7,9.3,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1350,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA-Octa-Arginine,Positive,Delivery-Peptide,Octa-Arginine,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Active,48,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,92.6,9.3,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1351,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA-Octa-Arginine,Positive,Delivery-Peptide,Octa-Arginine,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Active,72,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,98.1,14.8,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1352,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA-Glycine,Neutral,Aminoacid,Glycine,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Active,24,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,87.0,11.1,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1353,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA-Glycine,Neutral,Aminoacid,Glycine,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Active,48,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,90.7,7.4,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1354,Commercial,CdSe,ZnS,2.4,543,Lipid,PMBN/PLA-Glycine,Neutral,Aminoacid,Glycine,Epithelial,HeLa,Human ,Cell-line,Cervix,WST,Active,72,1.5E+02,1.5E+03,9.0E+08,1.3E+00,1.2E-01,96.3,14.8,NA,NA,NA,NA,NA,NA,1.5E+02,3.3E+00,2.7E+03,216,
1355,In-house,CdTe,No-shell,3.0,560,Aminopolymer,TGA-PSS-PEI-Graphene-BSA,Positive,Protein,BSA,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Active,24,7.2E+03,7.2E+05,4.3E+11,1.7E+02,1.5E+02,91.0,5.1,Over50,NA,NA,NA,3.0E+02,1.5E+01,7.2E+03,3.6E+02,2.0E+05,217,
1356,In-house,CdS,No-shell,4.0,NA,Polyol,Gal-PBELA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,MTT,Passive,4,3.1E+01,6.2E+02,3.7E+08,2.3E+00,4.2E-01,76.4,1.1,Over50,NA,NA,NA,7.6E+00,7.4E-01,3.1E+01,3.0E+00,1.6E+03,218,
1357,In-house,CdS,No-shell,4.0,NA,Polyol,Gal-PBELA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,MTT,Passive,24,3.1E+01,6.2E+02,3.7E+08,2.3E+00,4.2E-01,76.4,1.1,Over50,NA,NA,NA,7.6E+00,7.4E-01,3.1E+01,3.0E+00,1.6E+03,218,
1358,In-house,CdS,No-shell,4.0,NA,Polyol,Gal-PBELA,Negative,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,MTT,Passive,4,3.1E+01,6.2E+02,3.7E+08,2.3E+00,4.2E-01,65.5,5.5,Over50,NA,NA,NA,7.6E+00,7.4E-01,3.1E+01,3.0E+00,1.6E+03,218,
1359,In-house,CdS,No-shell,4.0,NA,Polyol,Gal-PBELA,Negative,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,MTT,Passive,24,3.1E+01,6.2E+02,3.7E+08,2.3E+00,4.2E-01,80.0,5.5,Over50,NA,NA,NA,7.6E+00,7.4E-01,3.1E+01,3.0E+00,1.6E+03,218,
1360,In-house,CdS,No-shell,4.0,NA,Polyol,PBELA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,MTT,Passive,4,3.6E+01,7.2E+02,4.4E+08,2.7E+00,4.8E-01,78.2,1.8,Over50,NA,NA,NA,8.9E+00,8.6E-01,3.6E+01,3.5E+00,1.8E+03,218,
1361,In-house,CdS,No-shell,4.0,NA,Polyol,PBELA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,MTT,Passive,24,3.6E+01,7.2E+02,4.4E+08,2.7E+00,4.8E-01,74.5,3.6,Over50,NA,NA,NA,8.9E+00,8.6E-01,3.6E+01,3.5E+00,1.8E+03,218,
1362,In-house,CdS,No-shell,4.0,NA,Polyol,PBELA,Negative,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,MTT,Passive,4,3.6E+01,7.2E+02,4.4E+08,2.7E+00,4.8E-01,63.6,5.5,Over50,NA,NA,NA,8.9E+00,8.6E-01,3.6E+01,3.5E+00,1.8E+03,218,
1363,In-house,CdS,No-shell,4.0,NA,Polyol,PBELA,Negative,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,MTT,Passive,24,3.6E+01,7.2E+02,4.4E+08,2.7E+00,4.8E-01,76.4,5.5,Over50,NA,NA,NA,8.9E+00,8.6E-01,3.6E+01,3.5E+00,1.8E+03,218,
1364,In-house,CdS,No-shell,4.0,NA,Polyol,PELA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,MTT,Passive,4,3.4E+01,6.8E+02,4.1E+08,2.6E+00,4.6E-01,76.4,1.8,Over50,NA,NA,NA,8.5E+00,8.2E-01,3.4E+01,3.3E+00,1.7E+03,218,
1365,In-house,CdS,No-shell,4.0,NA,Polyol,PELA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,MTT,Passive,24,3.4E+01,6.8E+02,4.1E+08,2.6E+00,4.6E-01,72.7,1.8,Over50,NA,NA,NA,8.5E+00,8.2E-01,3.4E+01,3.3E+00,1.7E+03,218,
1366,In-house,CdS,No-shell,4.0,NA,Polyol,PELA,Negative,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,MTT,Passive,4,3.4E+01,6.8E+02,4.1E+08,2.6E+00,4.6E-01,61.8,5.5,Over50,NA,NA,NA,8.5E+00,8.2E-01,3.4E+01,3.3E+00,1.7E+03,218,
1367,In-house,CdS,No-shell,4.0,NA,Polyol,PELA,Negative,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,MTT,Passive,24,3.4E+01,6.8E+02,4.1E+08,2.6E+00,4.6E-01,58.2,7.3,Over50,NA,NA,NA,8.5E+00,8.2E-01,3.4E+01,3.3E+00,1.7E+03,218,
1368,In-house,CdSe,ZnS,3.7,563,Aminopolymer,PAMAM,Positive,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,MTT,Passive,4,5.0E+02,5.5E+03,3.3E+09,1.4E+01,1.4E+00,93.2,5.5,IC50,1.2E+02,1.5E+03,1.2E+02,2.0E+00,1.6E-01,5.0E+02,3.9E+01,2.1E+04,219,
1369,In-house,CdSe,ZnS,3.7,563,Aminopolymer,PAMAM,Positive,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,4,5.0E+02,5.5E+03,3.3E+09,1.4E+01,1.4E+00,41.1,13.7,IC50,2.9E+01,3.7E+02,2.9E+01,2.0E+00,1.6E-01,5.0E+02,3.9E+01,2.1E+04,219,
1370,In-house,CdSe,ZnS,3.7,563,Aminopolymer,PAMAM,Positive,Unmodified,Unmodified,Epithelial,HepG2,Human ,Cell-line,Liver,MTT,Passive,4,5.0E+02,5.5E+03,3.3E+09,1.4E+01,1.4E+00,76.7,5.5,IC50,7.0E+01,8.9E+02,7.0E+01,2.0E+00,1.6E-01,5.0E+02,3.9E+01,2.1E+04,219,
1371,In-house,CdTe,CdS,5.0,560,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTT,Passive,2,1.2E+03,2.0E+03,1.2E+09,1.7E+02,2.5E+00,81.8,9.1,IC50,7.0E+02,3.5E+03,7.0E+02,2.5E+01,5.0E+00,1.2E+03,2.4E+02,9.6E+04,220,
1372,In-house,CdTe,CdS,5.0,560,Alkylthiol,TGA-Antibody,Negative,Protein,Antibody,Epithelial,A549,Human ,Cell-line,Lung,MTT,Active,2,1.2E+03,2.0E+03,1.2E+09,1.7E+02,2.5E+00,25.0,1.1,IC50,1.1E+02,5.3E+02,1.1E+02,2.5E+01,5.0E+00,1.2E+03,2.4E+02,9.6E+04,220,
1373,In-house,CdTe,CdS,5.0,560,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,MTT,Passive,2,1.2E+03,2.0E+03,1.2E+09,1.7E+02,2.5E+00,78.3,3.3,IC50,5.7E+02,2.9E+03,5.7E+02,2.5E+01,5.0E+00,1.2E+03,2.4E+02,9.6E+04,220,
1374,In-house,CdTe,CdS,5.0,560,Alkylthiol,TGA-Antibody,Negative,Protein,Antibody,Fibroblast,NIH/3T3,Mouse,Cell-line,Embryo,MTT,Active,2,1.2E+03,2.0E+03,1.2E+09,1.7E+02,2.5E+00,16.3,1.1,IC50,1.1E+02,5.4E+02,1.1E+02,2.5E+01,5.0E+00,1.2E+03,2.4E+02,9.6E+04,220,
1375,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST,Positive,Unmodified,Unmodified,Fibroblast,HELF,Human ,Cell-line,Lung,MTT,Passive,48,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,10.9,4.3,IC50,2.9E+00,5.8E+01,2.9E+00,6.3E+00,3.1E-01,2.0E+02,1.0E+01,5.7E+03,221,
1376,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST,Positive,Unmodified,Unmodified,Leukocyte,K562,Human ,Cell-line,Blood,MTT,Passive,48,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,8.7,4.3,IC50,3.3E+00,6.6E+01,3.3E+00,6.3E+00,3.1E-01,2.0E+02,1.0E+01,5.7E+03,221,
1377,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST,Positive,Unmodified,Unmodified,Leukocyte,K562,Human ,Cell-line,Blood,MTT,Passive,48,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,6.5,4.3,IC50,2.0E+00,4.1E+01,2.0E+00,6.3E+00,3.1E-01,2.0E+02,1.0E+01,5.7E+03,221,
1378,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST-GAM,Positive,Drug,GAM,Fibroblast,HELF,Human ,Cell-line,Lung,MTT,Active,24,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,39.5,3.8,IC50,1.5E+00,3.0E+01,1.5E+00,4.0E+01,2.0E+00,2.0E+02,1.0E+01,5.7E+03,221,
1379,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST-GAM,Positive,Drug,GAM,Leukocyte,K562,Human ,Cell-line,Blood,MTT,Active,24,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,23.8,3.5,IC50,6.9E-01,1.4E+01,6.9E-01,4.0E+01,2.0E+00,2.0E+02,1.0E+01,5.7E+03,221,
1380,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST-GAM,Positive,Drug,GAM,Leukocyte,K562,Human ,Cell-line,Blood,MTT,Active,24,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,19.5,3.1,IC50,5.2E-01,1.0E+01,5.2E-01,4.0E+01,2.0E+00,2.0E+02,1.0E+01,5.7E+03,221,
1381,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST-GAM,Positive,Drug,GAM,Fibroblast,HELF,Human ,Cell-line,Lung,MTT,Active,48,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,29.8,4.1,IC50,1.2E+00,2.4E+01,1.2E+00,4.0E+01,2.0E+00,2.0E+02,1.0E+01,5.7E+03,221,
1382,In-house,CdTe,No-shell,3.0,NA,Aminothiol,CYST-GAM,Positive,Drug,GAM,Leukocyte,K562,Human ,Cell-line,Blood,MTT,Active,48,2.0E+02,4.0E+03,2.4E+09,4.7E+00,8.3E-01,5.2,2.5,IC50,2.4E-01,4.8E+00,2.4E-01,4.0E+01,2.0E+00,2.0E+02,1.0E+01,5.7E+03,221,
