Reference,Study title,DOI,Dose,Time,Zeta_W,Zeta_W measurement,Zeta_M,Zeta_M measurement,Hydro_W,Hydro_size_W measrement,Hydro_M,Hydro_size_M measrement,Size,Size measurement,SSA,Surf_area measurement,NP type,shape,Shape measurement,C_Origin,C_name,C_Type,Assay,Cell viability
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,2,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,2,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,2,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,6,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,6,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,6,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,6,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,6,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,6,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,6,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,12,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,12,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,12,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,12,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,12,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,12,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,12,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,24,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,24,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,24,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,24,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,24,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,24,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,24,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,5,15.3,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,5,15.3,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,5,15.3,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,5,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,5,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,5,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,10,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,20,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,30,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,40,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,50,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,60,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,70,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,80,3,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,10,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,20,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,30,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,40,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,50,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,60,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,70,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,80,6,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,10,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,20,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,30,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,40,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,50,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,60,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,70,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,80,24,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,10,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,20,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,30,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,40,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,50,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,60,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,70,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Valdiglesias et al., 2013b",Neuronal cytotoxicity and genotoxicity induced by zinc oxide nanoparticles,doi:10.1016/j.envint.2013.02.013,80,48,-8.23,DLS,-11.7,DLS,243.7,DLS,273.4,DLS,100,DLS,20,DLS,ZnO,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,4,6,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,8,6,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,40,6,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,80,6,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,400,6,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,4,12,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,8,12,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,40,12,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,80,12,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,400,12,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,4,24,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,8,24,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,40,24,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,80,24,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,400,24,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,4,48,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,8,48,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,40,48,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Non-Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,80,48,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
"Yin et al., 2012",Cytotoxic effects of ZnO hierarchical architectures on RSC96 Schwann cells,doi:10.1186/1556-276X-7-439,400,48,?,?,?,?,?,?,?,?,35,SEM,?,?,ZnO,Spherical,SEM,Rat,RSC96,Schwann,MTT,Toxic
