Nanoparticle,Type: Organic (O)/inorganic (I),coat,Diameter (nm),Concentration μM,Zeta potential (mV),Cells,Cell line (L)/primary cells (P),Human(H)/Animal(A) cells,Animal?,Cell morphology,"Cell age: embryonic (E), Adult (A)",Cell-organ/tissue source,Exposure time (h),Test,Test indicator,Biochemical metric,% Cell viability,Interference checked (Y/N),Colloidal stability checked (Y/N),Positive control (Y/N),Publication year,Particle ID,Reference DOI,
SiO2,I,Phosphonate,375.4,3.52896E-07,-26.8,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,122.10526,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,Phosphonate,375.4,7.05792E-07,-26.8,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,103.85965,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,Phosphonate,375.4,1.41385E-06,-26.8,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,118.59649,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,Phosphonate,375.4,2.82769E-06,-26.8,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,94.03509,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,Phosphonate,375.4,5.65538E-06,-26.8,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,102.45614,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,Phosphonate,375.4,1.13108E-05,-26.8,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,105.96491,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,Phosphonate,375.4,2.26215E-05,-26.8,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,80,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,2.79637E-08,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,120,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,5.59275E-08,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,119.347824,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,1.11855E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,108.91304,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,2.2371E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,111.521736,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,4.4742E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,114.13043,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,8.96274E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,116.08696,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,1.79255E-06,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,106.95652,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,3.58509E-06,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,74.347824,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,7.17019E-06,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,93.91304,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,1.43404E-05,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,MTT,tetrazolium salt,cell metabolic activity,76.95652,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,2.79637E-08,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,103.85965,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,5.59275E-08,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,103.1579,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,1.11855E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,101.052635,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,2.2371E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,94.03509,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,4.4742E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,89.82456,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,8.96274E-07,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,90.52631,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,1.79255E-06,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,100.350876,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,3.58509E-06,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,96.14035,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,7.17019E-06,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,103.85965,N,N,N,2015,75,10.3109/15376516.2015.1070229,
SiO2,I,NH2,437,1.43404E-05,21.7,PC12,L,A,Rat,Irregular,A,Adrenal gland,24,MTT,tetrazolium salt,cell metabolic activity,85.61404,N,N,N,2015,75,10.3109/15376516.2015.1070229,
Au,I,PEG-OCH3,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,24,ATPLite,luciferase,ATP content,44.333332,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-OCH3,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,72,ATPLite,luciferase,ATP content,75.09091,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-OCH3,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,24,ATPLite,luciferase,ATP content,25.242424,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-OCH3,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,72,ATPLite,luciferase,ATP content,45.81818,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-COOH,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,24,ATPLite,luciferase,ATP content,27.787878,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-COOH,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,72,ATPLite,luciferase,ATP content,5.090909,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-COOH,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,24,ATPLite,luciferase,ATP content,27.787878,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-COOH,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,72,ATPLite,luciferase,ATP content,42,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-NH2,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,24,ATPLite,luciferase,ATP content,43.060608,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-NH2,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,72,ATPLite,luciferase,ATP content,98,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-NH2,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,24,ATPLite,luciferase,ATP content,23.969696,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PEG-NH2,40,7.69458E-05,,SVEC4­10,L,A,Mouse,Endothelial,A,axillary lymph node,72,ATPLite,luciferase,ATP content,47.090908,N,N,N,2015,76,10.3762/bjnano.6.28,
Au,I,PVP,21.2,50,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,98.4,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,50,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,98.666664,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,50,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,100.8,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,100,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,96.53333,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,100,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,100.8,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,100,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,97.6,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,300,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,96.53333,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,300,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,93.066666,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,300,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,96.8,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,700,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,99.2,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,700,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,94.4,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,700,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,94.666664,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,50,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,99.688194,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,50,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,99.688194,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,50,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,99.42094,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,100,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,95.412025,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,100,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,98.88641,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,100,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,100.489975,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,300,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,99.15367,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,300,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,99.42094,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,300,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,105.56793,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,500,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,98.88641,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,500,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,100.489975,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,500,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,107.973274,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,700,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,97.817375,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,700,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,100.489975,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,PVP,21.2,700,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,105.56793,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,50,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,95.94655,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,50,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,95.67929,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,50,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,95.412025,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,100,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,97.55011,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,100,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,98.88641,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,100,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,91.67038,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,300,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,97.817375,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,300,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,98.35189,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,300,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,94.07572,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,500,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,94.34299,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,500,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,88.730515,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,500,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,81.78174,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,700,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,85.523384,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,700,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,79.643654,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,700,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,63.340755,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,50,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,99.42094,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,50,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,101.82628,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,50,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,101.0245,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,100,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,100.22272,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,100,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,103.42985,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,100,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,102.62806,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,300,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,102.62806,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,300,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,101.55902,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,300,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,101.55902,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,500,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,101.0245,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,500,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,102.895325,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,500,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,99.95546,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,700,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,98.35189,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,700,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,92.47216,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,27.17,700,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,90.06682,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,50,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,98.35189,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,50,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,100.22272,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,50,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,96.213806,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,100,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,97.55011,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,100,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,100.75724,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,100,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,94.34299,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,300,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,95.67929,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,300,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,98.619156,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,300,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,94.8775,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,500,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,99.688194,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,500,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,93.27394,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,500,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,89.79955,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,700,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,89.532295,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,700,,A549,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,84.454346,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,700,,A549,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,71.09132,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,50,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,98.88641,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,50,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,101.291756,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,50,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,100.75724,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,100,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,99.95546,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,100,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,103.96436,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,100,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,99.95546,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,300,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,101.291756,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,300,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,106.10245,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,300,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,102.093544,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,500,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,101.82628,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,500,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,105.30067,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,500,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,104.76614,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,700,,NCIH441,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,101.82628,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,700,,NCIH441,L,H,,Epithelial,A,Lung,48,MTT,tetrazolium salt,cell metabolic activity,95.94655,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate and PVP,28.18,700,,NCIH441,L,H,,Epithelial,A,Lung,72,MTT,tetrazolium salt,cell metabolic activity,97.55011,N,N,N,2009,77,10.1186/1743-8977-6-18,
Au,I,Citrate,21,0.0003545,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,100.11429,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.000886249,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,99.08572,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.001417999,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,92.22857,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.001949748,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,87.08572,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.002481498,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,79.2,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.001949748,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,94.70085,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.001949748,,CHO22,L,H,,Epithelial,A,Ovary,36,NR,toluylene red,lysosomal uptake,91.62393,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.001949748,,CHO22,L,H,,Epithelial,A,Ovary,48,NR,toluylene red,lysosomal uptake,86.49573,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.001949748,,CHO22,L,H,,Epithelial,A,Ovary,60,NR,toluylene red,lysosomal uptake,86.83761,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Citrate,21,0.001949748,,CHO22,L,H,,Epithelial,A,Ovary,72,NR,toluylene red,lysosomal uptake,85.811966,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Starch,21,0.0003545,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,100.11429,N,N,N,2012,78,10.1155/2012/734398,
Au,I,Starch,21,0.000886249,,CHO22,L,H,,Epithelial,A,Ovary,24,NR,toluylene red,lysosomal uptake,96,N,N,N,2012,78,10.1155/2012/734398,
